YearWeekISO,Region,ReportingCountry,FirstDose,FirstDoseRefused,SecondDose,UnknownDose,TotalDoses,Population,Denominator
2021-W01,CY,CY,3074,0.0,0,0,3074,888005,717452.0
2021-W01,CZ,CZ,35463,0.0,0,0,35463,10693939,8694474.0
2021-W01,DE,DE,378605,0.0,383,0,378988,83166711,69488809.0
2021-W01,DK,DK,65580,0.0,0,0,65580,5822763,4666625.0
2021-W01,EE,EE,95,0.0,0,0,95,1328976,1071932.0
2021-W01,EL,EL,40880,0.0,0,0,40880,10718565,8864187.0
2021-W01,ES,ES,321615,1229.0,0,0,321615,47332614,39006858.0
2021-W01,FI,FI,15242,0.0,0,0,15242,5525292,4476235.0
2021-W01,FR,FR,98729,0.0,0,0,98729,67320216,52780048.0
2021-W01,HR,HR,17870,0.0,21,186,18077,4058165,3360840.0
2021-W01,HU,HU,60169,0.0,1,0,60170,9769526,8060478.0
2021-W01,IE,IE,48368,0.0,2,0,48370,4964440,3762805.0
2021-W01,IT,IT,543120,0.0,0,53,543173,59641488,50208329.0
2021-W01,LT,LT,13709,0.0,0,0,13709,2794090,2295269.0
2021-W01,LU,LU,455,0.0,0,0,455,626108,506569.0
2021-W01,LV,LV,4717,0.0,0,0,4717,1907675,1548218.0
2021-W01,MT,MT,3141,0.0,2,0,3143,514564,432616.0
2021-W01,NL,NL,0,0.0,0,33929,33929,17407585,14070340.0
2021-W01,NO,NO,20785,0.0,0,0,20785,5367580,4248972.0
2021-W01,PL,PL,161051,0.0,20,0,161071,37958138,31044901.0
2021-W01,PT,PT,43951,0.0,5,0,43956,10295909,8578859.0
2021-W01,SE,SE,34262,0.0,0,0,34262,10327589,8147081.0
2021-W01,SI,SI,17725,0.0,1,0,17726,2095861,1724466.0
2021-W01,SK,SK,25356,0.0,0,0,25356,5457873,4437897.0
2021-W02,AT,AT,81763,0.0,372,0,82135,8901064,7358443.0
2021-W02,BE,BE,97387,0.0,0,0,97387,11522440,9202196.0
2021-W02,BG,BG,4877,0.0,103,0,4980,6951482,5761802.0
2021-W02,CY,CY,4394,0.0,329,0,4723,888005,717452.0
2021-W02,CZ,CZ,71625,0.0,633,0,72258,10693939,8694474.0
2021-W02,DE,DE,517402,0.0,18865,0,536267,83166711,69488809.0
2021-W02,DK,DK,54525,0.0,738,0,55263,5822763,4666625.0
2021-W02,EE,EE,248,0.0,67,0,315,1328976,1071932.0
2021-W02,EL,EL,36554,0.0,0,0,36554,10718565,8864187.0
2021-W02,ES,ES,503213,1209.0,2025,0,505238,47332614,39006858.0
2021-W02,FI,FI,39806,0.0,1,0,39807,5525292,4476235.0
2021-W02,FR,FR,337512,0.0,600,0,338112,67320216,52780048.0
2021-W02,HR,HR,18075,0.0,22,39,18136,4058165,3360840.0
2021-W02,HU,HU,51059,0.0,698,0,51757,9769526,8060478.0
2021-W02,IE,IE,48499,1.0,6,0,48505,4964440,3762805.0
2021-W02,IS,IS,1261,2.0,0,0,1261,364134,282770.0
2021-W02,IT,IT,534243,0.0,3159,0,537402,59641488,50208329.0
2021-W02,LT,LT,26715,0.0,1088,0,27803,2794090,2295269.0
2021-W02,LU,LU,2053,0.0,0,0,2053,626108,506569.0
2021-W02,LV,LV,8977,0.0,0,0,8977,1907675,1548218.0
2021-W02,MT,MT,6755,0.0,53,0,6808,514564,432616.0
2021-W02,NL,NL,0,0.0,0,43696,43696,17407585,14070340.0
2021-W02,NO,NO,27857,0.0,5,0,27862,5367580,4248972.0
2021-W02,PL,PL,272846,0.0,675,0,273521,37958138,31044901.0
2021-W02,PT,PT,49380,0.0,1162,0,50542,10295909,8578859.0
2021-W02,SE,SE,74147,0.0,26,0,74173,10327589,8147081.0
2021-W02,SI,SI,18687,0.0,146,0,18833,2095861,1724466.0
2021-W02,SK,SK,38097,0.0,0,0,38097,5457873,4437897.0
2021-W03,AT,AT,91791,0.0,4371,0,96162,8901064,7358443.0
2021-W03,BE,BE,120249,0.0,752,0,121001,11522440,9202196.0
2021-W03,BG,BG,3183,0.0,4507,0,7690,6951482,5761802.0
2021-W03,CY,CY,4910,0.0,2458,0,7368,888005,717452.0
2021-W03,CZ,CZ,74133,0.0,11593,0,85726,10693939,8694474.0
2021-W03,DE,DE,422977,0.0,240464,0,663441,83166711,69488809.0
2021-W03,DK,DK,11568,0.0,28278,0,39846,5822763,4666625.0
2021-W03,EE,EE,2595,0.0,2343,0,4938,1328976,1071932.0
2021-W03,EL,EL,77532,0.0,3140,0,80672,10718565,8864187.0
2021-W03,ES,ES,251592,887.0,87209,0,338801,47332614,39006858.0
2021-W03,FI,FI,51448,0.0,4845,0,56293,5525292,4476235.0
2021-W03,FR,FR,664063,0.0,558,0,664621,67320216,52780048.0
2021-W03,HR,HR,13653,0.0,9168,111,22932,4058165,3360840.0
2021-W03,HU,HU,22030,0.0,10775,0,32805,9769526,8060478.0
2021-W03,IE,IE,44373,1.0,3740,0,48113,4964440,3762805.0
2021-W03,IS,IS,4296,101.0,4796,0,9092,364134,282770.0
2021-W03,IT,IT,131161,0.0,107969,8,239138,59641488,50208329.0
2021-W03,LT,LT,7928,0.0,7933,0,15861,2794090,2295269.0
2021-W03,LU,LU,2712,0.0,1244,0,3956,626108,506569.0
2021-W03,LV,LV,954,0.0,2156,0,3110,1907675,1548218.0
2021-W03,MT,MT,7729,0.0,1009,0,8738,514564,432616.0
2021-W03,NL,NL,0,0.0,0,86404,86404,17407585,14070340.0
2021-W03,NO,NO,26823,0.0,1898,0,28721,5367580,4248972.0
2021-W03,PL,PL,195845,0.0,47661,0,243506,37958138,31044901.0
2021-W03,PT,PT,121420,0.0,30674,3,152097,10295909,8578859.0
2021-W03,SE,SE,102997,0.0,9914,0,112911,10327589,8147081.0
2021-W03,SI,SI,4485,0.0,10209,0,14694,2095861,1724466.0
2021-W03,SK,SK,36478,0.0,2688,0,39166,5457873,4437897.0
2021-W04,AT,AT,30595,0.0,17085,0,47680,8901064,7358443.0
2021-W04,BE,BE,65039,0.0,24518,0,89557,11522440,9202196.0
2021-W04,BG,BG,6508,0.0,8474,0,14982,6951482,5761802.0
2021-W04,CY,CY,4353,0.0,3082,0,7435,888005,717452.0
2021-W04,CZ,CZ,43665,0.0,27438,0,71103,10693939,8694474.0
2021-W04,DE,DE,318145,0.0,328242,0,646387,83166711,69488809.0
2021-W04,DK,DK,4588,0.0,61013,0,65601,5822763,4666625.0
2021-W04,EE,EE,8155,0.0,8035,0,16190,1328976,1071932.0
2021-W04,EL,EL,75574,0.0,35789,0,111363,10718565,8864187.0
2021-W04,ES,ES,86973,505.0,285607,0,372580,47332614,39006858.0
2021-W04,FI,FI,39605,0.0,14124,0,53729,5525292,4476235.0
2021-W04,FR,FR,524738,0.0,55000,0,579738,67320216,52780048.0
2021-W04,HR,HR,2840,0.0,12771,184,15795,4058165,3360840.0
2021-W04,HU,HU,89089,0.0,58167,0,147256,9769526,8060478.0
2021-W04,IE,IE,5705,0.0,45988,0,51693,4964440,3762805.0
2021-W04,IS,IS,245,0.0,32,0,277,364134,282770.0
2021-W04,IT,IT,29935,0.0,528473,92,558500,59641488,50208329.0
2021-W04,LT,LT,12801,0.0,12316,0,25117,2794090,2295269.0
2021-W04,LU,LU,4279,0.0,435,0,4714,626108,506569.0
2021-W04,LV,LV,215,0.0,4501,0,4716,1907675,1548218.0
2021-W04,MT,MT,5228,0.0,2538,0,7766,514564,432616.0
2021-W04,NL,NL,0,0.0,0,179743,179743,17407585,14070340.0
2021-W04,NO,NO,27352,0.0,17707,0,45059,5367580,4248972.0
2021-W04,PL,PL,317539,0.0,154802,0,472341,37958138,31044901.0
2021-W04,PT,PT,41739,0.0,41374,3,83116,10295909,8578859.0
2021-W04,RO,RO,586514,0.0,106470,0,692984,19328838,15684219.0
2021-W04,SE,SE,63385,0.0,24900,0,88285,10327589,8147081.0
2021-W04,SI,SI,1455,0.0,16144,0,17599,2095861,1724466.0
2021-W04,SK,SK,39748,0.0,6848,0,46596,5457873,4437897.0
2021-W05,AT,AT,18250,0.0,75879,0,94129,8901064,7358443.0
2021-W05,BE,BE,43589,0.0,92384,0,135973,11522440,9202196.0
2021-W05,BG,BG,11605,0.0,4308,0,15913,6951482,5761802.0
2021-W05,CY,CY,3432,0.0,4356,0,7788,888005,717452.0
2021-W05,CZ,CZ,24388,0.0,57219,0,81607,10693939,8694474.0
2021-W05,DE,DE,384246,0.0,443148,0,827394,83166711,69488809.0
2021-W05,DK,DK,10390,0.0,52404,0,62794,5822763,4666625.0
2021-W05,EE,EE,7547,0.0,7207,0,14754,1328976,1071932.0
2021-W05,EL,EL,84785,0.0,41095,0,125880,10718565,8864187.0
2021-W05,ES,ES,73335,261.0,441295,0,514630,47332614,39006858.0
2021-W05,FI,FI,22426,0.0,32713,0,55139,5525292,4476235.0
2021-W05,FR,FR,364175,0.0,229371,0,593546,67320216,52780048.0
2021-W05,HR,HR,3620,0.0,12712,11,16343,4058165,3360840.0
2021-W05,HU,HU,44204,0.0,50104,0,94308,9769526,8060478.0
2021-W05,IE,IE,8202,0.0,43156,0,51358,4964440,3762805.0
2021-W05,IS,IS,2078,0.0,35,0,2113,364134,282770.0
2021-W05,IT,IT,74623,0.0,528359,40,603022,59641488,50208329.0
2021-W05,LT,LT,6873,0.0,23913,0,30786,2794090,2295269.0
2021-W05,LU,LU,3192,0.0,2009,0,5201,626108,506569.0
2021-W05,LV,LV,699,0.0,7776,0,8475,1907675,1548218.0
2021-W05,MT,MT,7336,0.0,5821,0,13157,514564,432616.0
2021-W05,NL,NL,0,0.0,0,229150,229150,17407585,14070340.0
2021-W05,NO,NO,66276,0.0,25496,0,91772,5367580,4248972.0
2021-W05,PL,PL,241327,0.0,253688,0,495015,37958138,31044901.0
2021-W05,PT,PT,21477,0.0,37313,1,58791,10295909,8578859.0
2021-W05,RO,RO,70313,0.0,93998,0,164311,19328838,15684219.0
2021-W05,SE,SE,44256,0.0,54381,0,98637,10327589,8147081.0
2021-W05,SI,SI,1287,0.0,18246,0,19533,2095861,1724466.0
2021-W05,SK,SK,46556,0.0,21596,0,68152,5457873,4437897.0
2021-W06,AT,AT,27552,0.0,85541,0,113093,8901064,7358443.0
2021-W06,BE,BE,32223,0.0,111045,0,143268,11522440,9202196.0
2021-W06,BG,BG,15044,0.0,3306,0,18350,6951482,5761802.0
2021-W06,CY,CY,6639,0.0,4612,0,11251,888005,717452.0
2021-W06,CZ,CZ,30040,0.0,71189,0,101229,10693939,8694474.0
2021-W06,DE,DE,440057,0.0,417716,0,857773,83166711,69488809.0
2021-W06,DK,DK,40062,0.0,27809,0,67871,5822763,4666625.0
2021-W06,EE,EE,5004,0.0,4711,0,9715,1328976,1071932.0
2021-W06,EL,EL,53085,0.0,75295,0,128380,10718565,8864187.0
2021-W06,ES,ES,190665,199.0,283518,0,474183,47332614,39006858.0
2021-W06,FI,FI,38937,0.0,16182,0,55119,5525292,4476235.0
2021-W06,FR,FR,366278,0.0,425313,0,791591,67320216,52780048.0
2021-W06,HR,HR,13801,0.0,13479,128,27408,4058165,3360840.0
2021-W06,HU,HU,57644,0.0,25530,0,83174,9769526,8060478.0
2021-W06,IE,IE,27283,0.0,3229,0,30512,4964440,3762805.0
2021-W06,IS,IS,1260,0.0,894,0,2154,364134,282770.0
2021-W06,IT,IT,292101,0.0,140211,2,432314,59641488,50208329.0
2021-W06,LI,LI,836,0.0,329,0,1165,38747,31907.0
2021-W06,LT,LT,19697,0.0,8032,0,27729,2794090,2295269.0
2021-W06,LU,LU,3319,0.0,1950,0,5269,626108,506569.0
2021-W06,LV,LV,3318,0.0,1826,0,5144,1907675,1548218.0
2021-W06,MT,MT,6281,0.0,6460,0,12741,514564,432616.0
2021-W06,NL,NL,0,0.0,0,211337,211337,17407585,14070340.0
2021-W06,NO,NO,55672,0.0,24016,0,79688,5367580,4248972.0
2021-W06,PL,PL,272833,0.0,199251,0,472084,37958138,31044901.0
2021-W06,PT,PT,39097,0.0,98709,13,137819,10295909,8578859.0
2021-W06,RO,RO,30361,0.0,229472,0,259833,19328838,15684219.0
2021-W06,SE,SE,46870,0.0,67956,0,114826,10327589,8147081.0
2021-W06,SI,SI,17345,0.0,4407,0,21752,2095861,1724466.0
2021-W06,SK,SK,50647,0.0,31550,0,82197,5457873,4437897.0
2021-W07,AT,AT,61646,0.0,38576,0,100222,8901064,7358443.0
2021-W07,BE,BE,47851,0.0,65952,0,113803,11522440,9202196.0
2021-W07,BG,BG,37687,0.0,6278,0,43965,6951482,5761802.0
2021-W07,CY,CY,8889,0.0,4384,0,13273,888005,717452.0
2021-W07,CZ,CZ,51450,0.0,43735,0,95185,10693939,8694474.0
2021-W07,DE,DE,569799,0.0,335396,0,905195,83166711,69488809.0
2021-W07,DK,DK,84648,0.0,7192,0,91840,5822763,4666625.0
2021-W07,EE,EE,12038,0.0,4021,0,16059,1328976,1071932.0
2021-W07,EL,EL,97921,0.0,74965,0,172886,10718565,8864187.0
2021-W07,ES,ES,404928,633.0,114103,0,519031,47332614,39006858.0
2021-W07,FI,FI,76983,0.0,6151,0,83134,5525292,4476235.0
2021-W07,FR,FR,284609,0.0,523220,0,807829,67320216,52780048.0
2021-W07,HR,HR,34531,0.0,4471,114,39116,4058165,3360840.0
2021-W07,HU,HU,95888,0.0,86033,0,181921,9769526,8060478.0
2021-W07,IE,IE,40652,0.0,41195,0,81847,4964440,3762805.0
2021-W07,IS,IS,3112,0.0,4803,0,7915,364134,282770.0
2021-W07,IT,IT,481433,0.0,39805,28,521266,59641488,50208329.0
2021-W07,LI,LI,522,0.0,118,0,640,38747,31907.0
2021-W07,LT,LT,22861,0.0,12634,0,35495,2794090,2295269.0
2021-W07,LU,LU,6001,0.0,2081,0,8082,626108,506569.0
2021-W07,LV,LV,8149,0.0,526,0,8675,1907675,1548218.0
2021-W07,MT,MT,7925,0.0,4466,0,12391,514564,432616.0
2021-W07,NL,NL,0,0.0,0,229651,229651,17407585,14070340.0
2021-W07,NO,NO,55915,0.0,27777,0,83692,5367580,4248972.0
2021-W07,PL,PL,304342,0.0,285417,0,589759,37958138,31044901.0
2021-W07,PT,PT,100571,0.0,49531,10,150112,10295909,8578859.0
2021-W07,RO,RO,118154,0.0,146980,0,265134,19328838,15684219.0
2021-W07,SE,SE,71364,0.0,82421,0,153785,10327589,8147081.0
2021-W07,SI,SI,22948,0.0,2038,0,24986,2095861,1724466.0
2021-W07,SK,SK,40873,0.0,32927,0,73800,5457873,4437897.0
2021-W08,AT,AT,103649,0.0,20239,0,123888,8901064,7358443.0
2021-W08,BE,BE,88589,0.0,34831,0,123420,11522440,9202196.0
2021-W08,BG,BG,82686,0.0,10406,0,93092,6951482,5761802.0
2021-W08,CY,CY,16247,0.0,3659,0,19906,888005,717452.0
2021-W08,CZ,CZ,75637,0.0,30668,0,106305,10693939,8694474.0
2021-W08,DE,DE,784689,0.0,362974,0,1147663,83166711,69488809.0
2021-W08,DK,DK,109970,0.0,9685,0,119655,5822763,4666625.0
2021-W08,EE,EE,19731,0.0,7663,0,27394,1328976,1071932.0
2021-W08,EL,EL,104320,0.0,84137,0,188457,10718565,8864187.0
2021-W08,ES,ES,700454,1178.0,60807,0,761261,47332614,39006858.0
2021-W08,FI,FI,93428,0.0,8382,0,101810,5525292,4476235.0
2021-W08,FR,FR,408082,0.0,416180,0,824262,67320216,52780048.0
2021-W08,HR,HR,57959,0.0,1866,15,59840,4058165,3360840.0
2021-W08,HU,HU,257195,0.0,35853,0,293048,9769526,8060478.0
2021-W08,IE,IE,106266,0.0,8626,0,114892,4964440,3762805.0
2021-W08,IS,IS,3866,0.0,2105,0,5971,364134,282770.0
2021-W08,IT,IT,735383,0.0,64479,52,799914,59641488,50208329.0
2021-W08,LI,LI,412,0.0,372,0,784,38747,31907.0
2021-W08,LT,LT,42623,0.0,5631,0,48254,2794090,2295269.0
2021-W08,LU,LU,3829,0.0,2977,0,6806,626108,506569.0
2021-W08,LV,LV,16322,0.0,225,0,16547,1907675,1548218.0
2021-W08,MT,MT,13540,0.0,6047,0,19587,514564,432616.0
2021-W08,NL,NL,0,0.0,0,318753,318753,17407585,14070340.0
2021-W08,NO,NO,36970,0.0,61882,0,98852,5367580,4248972.0
2021-W08,PL,PL,354230,0.0,253894,0,608124,37958138,31044901.0
2021-W08,PT,PT,174222,0.0,18781,2,193005,10295909,8578859.0
2021-W08,RO,RO,111802,0.0,40190,0,151992,19328838,15684219.0
2021-W08,SE,SE,98054,0.0,51031,0,149085,10327589,8147081.0
2021-W08,SI,SI,27607,0.0,935,0,28542,2095861,1724466.0
2021-W08,SK,SK,39458,0.0,38077,0,77535,5457873,4437897.0
2021-W09,AT,AT,149124,0.0,14232,0,163356,8901064,7358443.0
2021-W09,BE,BE,137093,0.0,30577,0,167670,11522440,9202196.0
2021-W09,BG,BG,63510,0.0,12677,0,76187,6951482,5761802.0
2021-W09,CY,CY,14772,0.0,5861,0,20633,888005,717452.0
2021-W09,CZ,CZ,160423,0.0,22940,0,183363,10693939,8694474.0
2021-W09,DE,DE,1123710,0.0,382021,0,1505731,83166711,69488809.0
2021-W09,DK,DK,110419,0.0,19326,0,129745,5822763,4666625.0
2021-W09,EE,EE,27836,0.0,9893,0,37729,1328976,1071932.0
2021-W09,EL,EL,151144,0.0,52462,0,203606,10718565,8864187.0
2021-W09,ES,ES,770006,1062.0,128604,0,898610,47332614,39006858.0
2021-W09,FI,FI,109208,0.0,3253,0,112461,5525292,4476235.0
2021-W09,FR,FR,944042,0.0,332399,0,1276441,67320216,52780048.0
2021-W09,HR,HR,50333,0.0,3673,117,54123,4058165,3360840.0
2021-W09,HU,HU,316840,0.0,49693,0,366533,9769526,8060478.0
2021-W09,IE,IE,76010,0.0,7577,0,83587,4964440,3762805.0
2021-W09,IS,IS,8230,0.0,48,0,8278,364134,282770.0
2021-W09,IT,IT,896443,0.0,253486,0,1149929,59641488,50208329.0
2021-W09,LI,LI,528,0.0,1,0,529,38747,31907.0
2021-W09,LT,LT,45166,0.0,12595,0,57761,2794090,2295269.0
2021-W09,LU,LU,5493,0.0,3424,0,8917,626108,506569.0
2021-W09,LV,LV,18520,0.0,977,0,19497,1907675,1548218.0
2021-W09,MT,MT,8901,0.0,3914,0,12815,514564,432616.0
2021-W09,NL,NL,0,0.0,0,301662,301662,17407585,14070340.0
2021-W09,NO,NO,59190,0.0,46418,0,105608,5367580,4248972.0
2021-W09,PL,PL,384630,0.0,241425,0,626055,37958138,31044901.0
2021-W09,PT,PT,136989,0.0,31552,2,168543,10295909,8578859.0
2021-W09,RO,RO,262212,0.0,35732,0,297944,19328838,15684219.0
2021-W09,SE,SE,146259,0.0,37268,0,183527,10327589,8147081.0
2021-W09,SI,SI,22229,0.0,11575,0,33804,2095861,1724466.0
2021-W09,SK,SK,56935,0.0,46143,0,103078,5457873,4437897.0
2021-W10,AT,AT,220192,0.0,29807,0,249999,8901064,7358443.0
2021-W10,BE,BE,142651,0.0,43808,0,186459,11522440,9202196.0
2021-W10,BG,BG,41887,0.0,8361,0,50248,6951482,5761802.0
2021-W10,CY,CY,20399,0.0,4035,0,24434,888005,717452.0
2021-W10,CZ,CZ,216976,0.0,36964,0,253940,10693939,8694474.0
2021-W10,DE,DE,1387897,0.0,389867,0,1777764,83166711,69488809.0
2021-W10,DK,DK,46469,0.0,55375,0,101844,5822763,4666625.0
2021-W10,EE,EE,36362,0.0,8718,0,45080,1328976,1071932.0
2021-W10,EL,EL,151321,0.0,40766,0,192087,10718565,8864187.0
2021-W10,ES,ES,604763,1039.0,309644,0,914407,47332614,39006858.0
2021-W10,FI,FI,121361,0.0,857,0,122218,5525292,4476235.0
2021-W10,FR,FR,1249570,0.0,284775,0,1534345,67320216,52780048.0
2021-W10,HR,HR,50031,0.0,9632,248,59911,4058165,3360840.0
2021-W10,HU,HU,336221,0.0,88621,0,424842,9769526,8060478.0
2021-W10,IE,IE,76091,0.0,11642,0,87733,4964440,3762805.0
2021-W10,IS,IS,4835,0.0,171,0,5006,364134,282770.0
2021-W10,IT,IT,926964,0.0,351045,0,1278009,59641488,50208329.0
2021-W10,LI,LI,647,0.0,1,0,648,38747,31907.0
2021-W10,LT,LT,43098,0.0,13240,0,56338,2794090,2295269.0
2021-W10,LU,LU,10890,0.0,1452,0,12342,626108,506569.0
2021-W10,LV,LV,14870,0.0,113,0,14983,1907675,1548218.0
2021-W10,MT,MT,10643,0.0,4895,0,15538,514564,432616.0
2021-W10,NL,NL,0,0.0,0,290267,290267,17407585,14070340.0
2021-W10,NO,NO,51616,0.0,46090,0,97706,5367580,4248972.0
2021-W10,PL,PL,361590,0.0,170714,0,532304,37958138,31044901.0
2021-W10,PT,PT,91187,0.0,49055,0,140242,10295909,8578859.0
2021-W10,RO,RO,272465,0.0,60947,0,333412,19328838,15684219.0
2021-W10,SE,SE,177002,0.0,39452,0,216454,10327589,8147081.0
2021-W10,SI,SI,30151,0.0,20894,0,51045,2095861,1724466.0
2021-W10,SK,SK,75033,0.0,37477,0,112510,5457873,4437897.0
2021-W11,AT,AT,184075,0.0,45844,0,229919,8901064,7358443.0
2021-W11,BE,BE,228679,0.0,53224,0,281903,11522440,9202196.0
2021-W11,BG,BG,17219,0.0,12807,0,30026,6951482,5761802.0
2021-W11,CY,CY,3443,0.0,4332,0,7775,888005,717452.0
2021-W11,CZ,CZ,195849,0.0,58811,0,254660,10693939,8694474.0
2021-W11,DE,DE,989866,0.0,454122,0,1443988,83166711,69488809.0
2021-W11,DK,DK,50734,0.0,57433,0,108167,5822763,4666625.0
2021-W11,EE,EE,32916,0.0,4351,0,37267,1328976,1071932.0
2021-W11,EL,EL,99172,0.0,51819,0,150991,10718565,8864187.0
2021-W11,ES,ES,249288,862.0,435309,0,684597,47332614,39006858.0
2021-W11,FI,FI,124940,0.0,1103,0,126043,5525292,4476235.0
2021-W11,FR,FR,1029701,0.0,189355,0,1219056,67320216,52780048.0
2021-W11,HR,HR,50932,0.0,12652,167,63751,4058165,3360840.0
2021-W11,HU,HU,245659,0.0,79877,0,325536,9769526,8060478.0
2021-W11,IE,IE,43070,0.0,19906,0,62976,4964440,3762805.0
2021-W11,IS,IS,3765,0.0,2179,0,5944,364134,282770.0
2021-W11,IT,IT,618669,0.0,483435,0,1102104,59641488,50208329.0
2021-W11,LI,LI,54,0.0,515,0,569,38747,31907.0
2021-W11,LT,LT,14493,0.0,12475,0,26968,2794090,2295269.0
2021-W11,LU,LU,12902,0.0,2300,0,15202,626108,506569.0
2021-W11,LV,LV,4541,0.0,838,0,5379,1907675,1548218.0
2021-W11,MT,MT,13702,0.0,5732,0,19434,514564,432616.0
2021-W11,NL,NL,0,0.0,0,207240,207240,17407585,14070340.0
2021-W11,NO,NO,56525,0.0,4962,0,61487,5367580,4248972.0
2021-W11,PL,PL,311380,0.0,175179,2,486561,37958138,31044901.0
2021-W11,PT,PT,77560,0.0,108028,9,185597,10295909,8578859.0
2021-W11,RO,RO,299234,0.0,61745,0,360979,19328838,15684219.0
2021-W11,SE,SE,117998,0.0,54591,0,172589,10327589,8147081.0
2021-W11,SI,SI,10740,0.0,19764,0,30504,2095861,1724466.0
2021-W11,SK,SK,108488,0.0,22205,0,130693,5457873,4437897.0
2021-W12,AT,AT,147617,0.0,88505,0,236122,8901064,7358443.0
2021-W12,BE,BE,241098,0.0,62240,0,303338,11522440,9202196.0
2021-W12,BG,BG,50647,0.0,16990,0,67637,6951482,5761802.0
2021-W12,CY,CY,12359,0.0,3942,0,16301,888005,717452.0
2021-W12,CZ,CZ,139818,0.0,84941,0,224759,10693939,8694474.0
2021-W12,DE,DE,1492167,0.0,530659,0,2022826,83166711,69488809.0
2021-W12,DK,DK,54798,0.0,51378,0,106176,5822763,4666625.0
2021-W12,EE,EE,30628,0.0,3841,0,34469,1328976,1071932.0
2021-W12,EL,EL,79536,0.0,88757,0,168293,10718565,8864187.0
2021-W12,ES,ES,737172,1606.0,465507,0,1202679,47332614,39006858.0
2021-W12,FI,FI,107487,0.0,919,0,108406,5525292,4476235.0
