timestamp,country,cases,deaths
2019-12-31,AFG,0.0,0.0
2019-12-31,JPN,0.0,0.0
2019-12-31,KHM,0.0,0.0
2019-12-31,KOR,0.0,0.0
2019-12-31,KWT,0.0,0.0
2019-12-31,LBN,0.0,0.0
2019-12-31,LKA,0.0,0.0
2019-12-31,LTU,0.0,0.0
2019-12-31,LUX,0.0,0.0
2019-12-31,MCO,0.0,0.0
2019-12-31,MEX,0.0,0.0
2019-12-31,MKD,0.0,0.0
2019-12-31,MYS,0.0,0.0
2019-12-31,NGA,0.0,0.0
2019-12-31,NOR,0.0,0.0
2019-12-31,ITA,0.0,0.0
2019-12-31,NPL,0.0,0.0
2019-12-31,OMN,0.0,0.0
2019-12-31,OWID_WRL,27.0,0.0
2019-12-31,PAK,0.0,0.0
2019-12-31,PHL,0.0,0.0
2019-12-31,QAT,0.0,0.0
2019-12-31,ROU,0.0,0.0
2019-12-31,RUS,0.0,0.0
2019-12-31,SGP,0.0,0.0
2019-12-31,SMR,0.0,0.0
2019-12-31,SWE,0.0,0.0
2019-12-31,THA,0.0,0.0
2019-12-31,TWN,0.0,0.0
2019-12-31,USA,0.0,0.0
2019-12-31,VNM,0.0,0.0
2019-12-31,NZL,0.0,0.0
2019-12-31,ISR,0.0,0.0
2019-12-31,NLD,0.0,0.0
2019-12-31,IRQ,0.0,0.0
2019-12-31,DEU,0.0,0.0
2019-12-31,CZE,0.0,0.0
2019-12-31,CHN,27.0,0.0
2019-12-31,CHE,0.0,0.0
2019-12-31,CAN,0.0,0.0
2019-12-31,BRA,0.0,0.0
2019-12-31,DNK,0.0,0.0
2019-12-31,BLR,0.0,0.0
2019-12-31,BEL,0.0,0.0
2019-12-31,AZE,0.0,0.0
2019-12-31,AUT,0.0,0.0
2019-12-31,AUS,0.0,0.0
2019-12-31,ARM,0.0,0.0
2019-12-31,ISL,0.0,0.0
2019-12-31,BHR,0.0,0.0
2019-12-31,DOM,0.0,0.0
2019-12-31,ARE,0.0,0.0
2019-12-31,HRV,0.0,0.0
2019-12-31,IRN,0.0,0.0
2019-12-31,IRL,0.0,0.0
2019-12-31,IND,0.0,0.0
2019-12-31,IDN,0.0,0.0
2019-12-31,DZA,0.0,0.0
2019-12-31,GRC,0.0,0.0
2019-12-31,GEO,0.0,0.0
2019-12-31,FRA,0.0,0.0
2019-12-31,FIN,0.0,0.0
2019-12-31,EST,0.0,0.0
2019-12-31,ESP,0.0,0.0
2019-12-31,EGY,0.0,0.0
2019-12-31,ECU,0.0,0.0
2019-12-31,GBR,0.0,0.0
2020-01-01,LUX,0.0,0.0
