timestamp,country,cases,deaths
2020-01-22,CHN,547.0,17.0
2020-01-22,HKG,0.0,0.0
2020-01-22,JPN,2.0,0.0
2020-01-22,KOR,1.0,0.0
2020-01-22,MAC,1.0,0.0
2020-01-22,THA,2.0,0.0
2020-01-22,TWN,1.0,0.0
2020-01-22,USA,1.0,0.0
2020-01-23,AUS,0.0,0.0
2020-01-23,BRA,0.0,0.0
2020-01-23,CHN,639.0,18.0
2020-01-23,COL,0.0,0.0
2020-01-23,HKG,2.0,0.0
2020-01-23,JPN,1.0,0.0
2020-01-23,KOR,1.0,0.0
2020-01-23,MAC,2.0,0.0
2020-01-23,MEX,0.0,0.0
2020-01-23,MYS,0.0,0.0
2020-01-23,PHL,0.0,0.0
2020-01-23,SGP,1.0,0.0
2020-01-23,THA,3.0,0.0
2020-01-23,TWN,1.0,0.0
2020-01-23,USA,1.0,0.0
2020-01-23,VNM,2.0,0.0
2020-01-24,CHN,916.0,26.0
2020-01-24,FRA,2.0,0.0
2020-01-24,HKG,2.0,0.0
2020-01-24,JPN,2.0,0.0
2020-01-24,KOR,2.0,0.0
2020-01-24,MAC,2.0,0.0
2020-01-24,SGP,3.0,0.0
2020-01-24,THA,5.0,0.0
2020-01-24,TWN,3.0,0.0
2020-01-24,USA,2.0,0.0
2020-01-24,VNM,2.0,0.0
2020-01-25,AUS,4.0,0.0
2020-01-25,CHN,1399.0,42.0
2020-01-25,FRA,3.0,0.0
2020-01-25,HKG,5.0,0.0
2020-01-25,JPN,2.0,0.0
2020-01-25,KOR,2.0,0.0
2020-01-25,MAC,2.0,0.0
2020-01-25,MYS,3.0,0.0
2020-01-25,NPL,1.0,0.0
2020-01-25,SGP,3.0,0.0
2020-01-25,THA,7.0,0.0
2020-01-25,TWN,3.0,0.0
2020-01-25,USA,2.0,0.0
2020-01-25,VNM,2.0,0.0
2020-01-26,AUS,4.0,0.0
2020-01-26,CAN,1.0,0.0
2020-01-26,CHN,2062.0,56.0
2020-01-26,FRA,3.0,0.0
2020-01-26,HKG,8.0,0.0
2020-01-26,JPN,4.0,0.0
2020-01-26,KOR,3.0,0.0
2020-01-26,MAC,5.0,0.0
2020-01-26,MYS,4.0,0.0
2020-01-26,NPL,1.0,0.0
2020-01-26,SGP,4.0,0.0
2020-01-26,THA,8.0,0.0
2020-01-26,TWN,4.0,0.0
2020-01-26,USA,5.0,0.0
2020-01-26,VNM,2.0,0.0
2020-01-27,AUS,5.0,0.0
2020-01-27,CAN,1.0,0.0
2020-01-27,CHN,2863.0,82.0
2020-01-27,CIV,1.0,0.0
2020-01-27,FRA,3.0,0.0
